id;version;code;name
78;1;VIREMENT A 45 JOURS FIN DE MOIS;VIREMENT A 45 JOURS FIN DE MOIS
79;1;VIREMENT A 60 JOURS FIN DE MOIS;VIREMENT A 60 JOURS FIN DE MOIS
80;1;VIREMENT A 60 JOURS FIN DE MOIS LE 10;VIREMENT A 60 JOURS FIN DE MOIS LE 10
81;1;VIREMENT A 60 JOURS FIN DE MOIS LE 15;VIREMENT A 60 JOURS FIN DE MOIS LE 15
82;1;VIREMENT A 90 JOURS DATE DE FACTURE;VIREMENT A 90 JOURS DATE DE FACTURE
83;1;VIREMENT A 90 JOURS FIN DE MOIS;VIREMENT A 90 JOURS FIN DE MOIS
84;1;VIREMENT A 90 JOURS FIN DE MOIS LE 10;VIREMENT A 90 JOURS FIN DE MOIS LE 10
85;1;VIREMENT A 90 JOURS FIN DE MOIS LE 15;VIREMENT A 90 JOURS FIN DE MOIS LE 15
86;1;VIREMENT A 90JOURS FIN DE MOIS LE 20;VIREMENT A 90JOURS FIN DE MOIS LE 20
87;1;VIREMENT ETRANGER A 60 JOURS FIN DE MOIS;VIREMENT ETRANGER A 60 JOURS FIN DE MOIS
88;1;VIREMENT ETRANGER 90 JOURS FINDE MOIS LE 10;VIREMENT ETRANGER 90 JOURS FINDE MOIS LE 10
89;1;VIREMENT ETRANGER A 10 JOURS DATE DE FACTURE;VIREMENT ETRANGER A 10 JOURS DATE DE FACTURE
90;1;VIREMENT ETRANGER A 120 JOURS FIN DE MOIS;VIREMENT ETRANGER A 120 JOURS FIN DE MOIS
91;1;VIREMENT ETRANGER A 30 JOURS DATE DE FACTURE;VIREMENT ETRANGER A 30 JOURS DATE DE FACTURE
92;1;VIREMENT ETRANGER A 30 JOURS FIN DE MOIS;VIREMENT ETRANGER A 30 JOURS FIN DE MOIS
93;1;VIREMENT ETRANGER A 30 JOURS FIN DE MOIS LE 10;VIREMENT ETRANGER A 30 JOURS FIN DE MOIS LE 10
94;1;VIREMENT ETRANGER A 30 JOURS FIN DE MOIS LE 15;VIREMENT ETRANGER A 30 JOURS FIN DE MOIS LE 15
95;1;VIREMENT ETRANGER A 45 JOURS DATE DE FACTURE;VIREMENT ETRANGER A 45 JOURS DATE DE FACTURE
96;1;VIREMENT ETRANGER A 45 JOURS FIN DE MOIS;VIREMENT ETRANGER A 45 JOURS FIN DE MOIS
97;1;VIREMENT ETRANGER A 60 JOURS DATE DE FACTURE;VIREMENT ETRANGER A 60 JOURS DATE DE FACTURE
98;1;VIREMENT ETRANGER A 60 JOURS FIN DE MOIS LE 10;VIREMENT ETRANGER A 60 JOURS FIN DE MOIS LE 10
99;1;VIREMENT ETRANGER A 60 JOURS FIN DE MOIS LE 20;VIREMENT ETRANGER A 60 JOURS FIN DE MOIS LE 20
100;1;VIREMENT ETRANGER A 60 JOURS FIN DE MOIS LE 5;VIREMENT ETRANGER A 60 JOURS FIN DE MOIS LE 5
101;1;VIREMENT ETRANGER A 90 FIN DE MOIS LE 20;VIREMENT ETRANGER A 90 FIN DE MOIS LE 20
102;1;VIREMENT ETRANGER A 90 JOURS DATE DE FACTURE;VIREMENT ETRANGER A 90 JOURS DATE DE FACTURE
103;1;VIREMENT ETRANGER A 90 JOURS FIN DE MOIS;VIREMENT ETRANGER A 90 JOURS FIN DE MOIS
104;1;VIREMENT ETRANGER A 90 JOURS FIN DE MOIS LE 15;VIREMENT ETRANGER A 90 JOURS FIN DE MOIS LE 15
105;1;VIREMENT ETRANGER AU COMPTANT;VIREMENT ETRANGER AU COMPTANT
106;1;VIREMENT ETRANGER FIN DE MOIS LE 10;VIREMENT ETRANGER FIN DE MOIS LE 10
107;1;VIREMENT ETRANGER FIN DE MOIS LE 30;VIREMENT ETRANGER FIN DE MOIS LE 30
108;1;VIREMENT FRANCE A 60 JOURS FIN DE MOIS LE 15;VIREMENT FRANCE A 60 JOURS FIN DE MOIS LE 15
109;1;VIREMENT FRANCE A 30 JOURS DATE DE FACTURE;VIREMENT FRANCE A 30 JOURS DATE DE FACTURE
110;1;VIREMENT FRANCE A 30 JOURS FIN DE MOIS LE 10;VIREMENT FRANCE A 30 JOURS FIN DE MOIS LE 10
111;1;VIREMENT FRANCE A 30 JOURS FIN DE MOIS LE 15;VIREMENT FRANCE A 30 JOURS FIN DE MOIS LE 15
112;1;VIREMENT FRANCE A 45 JOURS DATE DE FACTURE;VIREMENT FRANCE A 45 JOURS DATE DE FACTURE
113;1;VIREMENT FRANCE A 45 JOURS FIN DE MOIS;VIREMENT FRANCE A 45 JOURS FIN DE MOIS
114;1;VIREMENT FRANCE A 60 JOURS DATE DE FACTURE;VIREMENT FRANCE A 60 JOURS DATE DE FACTURE
115;1;VIREMENT FRANCE A 60 JOURS FIN DE MOIS LE 5;VIREMENT FRANCE A 60 JOURS FIN DE MOIS LE 5
116;1;VIREMENT FRANCE A 60 JOURS FIN DE MOIS;VIREMENT FRANCE A 60 JOURS FIN DE MOIS
117;1;VIREMENT FRANCE A 60 JOURS FIN DE MOIS LE 10;VIREMENT FRANCE A 60 JOURS FIN DE MOIS LE 10
118;1;VIREMENT FRANCE A 60 JOURS FIN DE MOIS LE 20;VIREMENT FRANCE A 60 JOURS FIN DE MOIS LE 20
119;1;VIREMENT FRANCE A 90 FIN DE MOIS;VIREMENT FRANCE A 90 FIN DE MOIS
120;1;VIREMENT FRANCE A 90 JOURS DATE DE FACTURE;VIREMENT FRANCE A 90 JOURS DATE DE FACTURE
121;1;VIREMENT FRANCE A 90 JOURS FIN DE MOIS LE 10;VIREMENT FRANCE A 90 JOURS FIN DE MOIS LE 10
122;1;VIREMENT FRANCE A 90 JOURS FIN DE MOIS LE 15;VIREMENT FRANCE A 90 JOURS FIN DE MOIS LE 15
123;1;VIREMENT FRANCE A 90 JOURS FIN DE MOIS LE 20;VIREMENT FRANCE A 90 JOURS FIN DE MOIS LE 20
124;1;VIREMENT FRANCE A30 JOURS FIN DE MOIS;VIREMENT FRANCE A30 JOURS FIN DE MOIS
125;1;VIREMENT FRANCE AU COMPTANT;VIREMENT FRANCE AU COMPTANT
126;1;VIREMENT FRANCE FIN DE MOIS LE 20;VIREMENT FRANCE FIN DE MOIS LE 20
